ChuyenMuc,TieuDe,MoTa,ThoiGian,DuongDan,HinhAnh
Suc Khoe,'Ăn 3 đắng - tránh 2 ngọt' tốt cho gan,"Mướp đắng, rau cải đắng, trà đắng rất tốt cho gan; ngược lại, hai món ngọt là chocolate và trà sữa không tốt cho gan, nên hạn chế.",Mới cập nhật,https://vnexpress.net/an-3-dang-tranh-2-ngot-tot-cho-gan-4964839.html,https://i1-suckhoe.vnecdn.net/2025/11/21/buoc-1-1-6103-1727688509-jpg-1-4463-4291-1763695251.png?w=240&h=144&q=100&dpr=1&fit=crop&s=80eOSwonEmAJg3a_fEDh_Q
Suc Khoe,Nhịp tim bao nhiêu là bình thường?,"Nhịp tim người lớn phổ biến trong khoảng 60-100 bpm, tùy theo tuổi, mức độ vận động và tình trạng sức khỏe.",Mới cập nhật,https://vnexpress.net/nhip-tim-bao-nhieu-la-binh-thuong-4973378.html,https://i1-suckhoe.vnecdn.net/2025/11/21/screenshot-2025-11-21-at-23-02-6336-9786-1763741127.png?w=240&h=144&q=100&dpr=1&fit=crop&s=ErRRZq4QPCfKocffNqdrKA
Suc Khoe,"Thai phụ nguy kịch vì tiền sản giật, được cứu cả mẹ lẫn con","TP HCMNgười phụ nữ mang thai 31 tuần rơi vào nguy kịch do tiền sản giật nặng kèm suy thai cấp, các bác sĩ phẫu thuật khẩn giúp bé chào đời an toàn, người mẹ ổn định sức khỏe.",Mới cập nhật,https://vnexpress.net/thai-phu-nguy-kich-vi-tien-san-giat-duoc-cuu-ca-me-lan-con-4975238.html,https://i1-suckhoe.vnecdn.net/2025/11/22/gen-n-z7250223168785-36cfb9446-7926-2212-1763807516.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=sk8V_5DflZ8kNClweDRegA
Suc Khoe,Ánh sáng xanh gây hại mắt trẻ em thế nào,"Ánh sáng xanh có thể làm tổn thương võng mạc, gây thoái hóa điểm vàng, khô và viêm giác mạc, tăng nguy cơ cận thị ở trẻ em.",Mới cập nhật,https://vnexpress.net/anh-sang-xanh-gay-hai-mat-tre-em-the-nao-4975053.html,https://i1-suckhoe.vnecdn.net/2025/11/22/gemini-generated-image-fqi1ref-2934-4115-1763795303.png?w=240&h=144&q=100&dpr=1&fit=crop&s=USCINN-aoPuXbPM2wxAaSA
Suc Khoe,Ghế trẻ em trên ôtô có thể phòng ngừa chấn thương nào?,"Ghế trẻ em trên ôtô có tác dụng như dây an toàn của người lớn, giữ chặt trẻ vào ghế khi có chấn động giảm nguy cơ chấn thương vùng đầu cổ, cột sống và các chi.",Mới cập nhật,https://vnexpress.net/ghe-tre-em-tren-oto-co-the-phong-ngua-chan-thuong-nao-4975033.html,https://i1-suckhoe.vnecdn.net/2025/11/22/ghe-1763818717-1763818886-9766-1763819383.png?w=240&h=144&q=100&dpr=1&fit=crop&s=8JfCRECcWoy9pCd8ftWs4g
Suc Khoe,Vì sao cần dùng mặt nạ khi xạ trị ung thư đầu cổ?,"Tôi chuẩn bị xạ trị u não, được chỉ định làm mặt nạ cố định. Mặt nạ cố định là gì, vì sao cần phải làm mới được xạ trị? (Đức Tùng, 56 tuổi, TP HCM)",Mới cập nhật,https://vnexpress.net/vi-sao-can-dung-mat-na-khi-xa-tri-ung-thu-dau-co-4974907.html,https://i1-suckhoe.vnecdn.net/2025/11/22/ma-t-na-xa-tri-ba-i-ly-thuye-t-3481-2359-1763793098.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=qUy6no0IR5_4CQykbDrL7Q
Suc Khoe,8 lợi ích khi ăn hạt mít,"Hạt mít giàu protein, chất xơ, khoáng chất giúp tăng cường tiêu hóa, hỗ trợ sức khỏe tim mạch, nâng cao sức đề kháng.",Mới cập nhật,https://vnexpress.net/8-loi-ich-khi-an-hat-mit-4972210.html,https://i1-suckhoe.vnecdn.net/2025/11/22/unnamed-11-1763785028-17637850-8465-9244-1763785176.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=8mqlxfInEL8AYdffUpBZcQ
Suc Khoe,Khi nào nên chụp X-quang tầm soát ung thư vú?,"Tôi 25 tuổi, đã kết hôn và sinh con, thỉnh thoảng thấy đau tức, ngứa, tiết dịch nhũ hoa. Đây có phải dấu hiệu ung thư vú, chụp X-quang tầm soát có gây hại không? (Lan, Hà Nội)",Mới cập nhật,https://vnexpress.net/khi-nao-nen-chup-x-quang-tam-soat-ung-thu-vu-4974982.html,https://i1-suckhoe.vnecdn.net/2025/11/22/z7248138648204-94004f12ed9434c-2287-6362-1763794138.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=5-8oyqoDbTg_3PKbFEW7TA
Suc Khoe,Mất ngủ ảnh hưởng đến trí nhớ như thế nào?,"Tôi bị mất ngủ kéo dài thì có giảm trí nhớ không, nên lưu ý gì? (Thanh Điền, Đồng Nai)",Mới cập nhật,https://vnexpress.net/mat-ngu-anh-huong-den-tri-nho-nhu-the-nao-4974946.html,https://i1-suckhoe.vnecdn.net/2025/11/22/ma-t-ngu-a-nh-hu-o-ng-de-n-su-7314-6151-1763793585.png?w=240&h=144&q=100&dpr=1&fit=crop&s=fcKYXS2sm7hk0KQeNTA2Og
Suc Khoe,Suy thận mạn độ ba có chữa khỏi không?,"Mẹ tôi bị suy thận mạn độ ba, độ lọc cầu thận 48 mL/phút/1,73m² da, có thể chữa khỏi được không? (Hà Quân, 39 tuổi, Vĩnh Long)",Mới cập nhật,https://vnexpress.net/suy-than-man-do-ba-co-chua-khoi-khong-4974889.html,https://i1-suckhoe.vnecdn.net/2025/11/22/screenshot-2025-11-22-at-13-35-8426-3244-1763793400.png?w=240&h=144&q=100&dpr=1&fit=crop&s=Zn-bUJnfBQcWR0K4LT72vQ
Suc Khoe,7 thói quen buổi sáng giúp phái đẹp phòng thiếu máu,"Phái đẹp phơi nắng 10-15 phút, ăn thực phẩm giàu sắt, tránh uống cà phê sau bữa sáng có thể phòng ngừa thiếu máu.",Mới cập nhật,https://vnexpress.net/7-thoi-quen-buoi-sang-giup-phai-dep-phong-thieu-mau-4974138.html,https://i1-suckhoe.vnecdn.net/2025/11/22/96f26b5658314fe4a27a7ad4903c09-4751-4016-1763783266.png?w=240&h=144&q=100&dpr=1&fit=crop&s=PKxtYu5MUpu3ADFRoVsZ3A
